Warehouse,Location,Type,Pick Priority,Pickable,Sellable,Transfer bin
Primary,CR7-01-A-02,Pallite - 48,0,,Yes,
Primary,CR7-01-A-03,Pallite - 48,0,,Yes,
Primary,CR7-01-A-04,Pallite - 48,0,,Yes,
Primary,CR7-01-B-01,Pallite - 48,0,,Yes,
Primary,CR7-01-B-02,Pallite - 48,0,,Yes,
Primary,CR7-01-B-03,Pallite - 48,0,,Yes,
Primary,CR7-01-B-04,Pallite - 48,0,,Yes,
Primary,CR7-01-C-01,Pallite - 48,0,,Yes,
Primary,CR7-01-C-02,Pallite - 48,0,,Yes,
Primary,CR7-01-C-03,Pallite - 48,0,,Yes,
Primary,CR7-01-C-04,Pallite - 48,0,,Yes,
Primary,CR7-01-D-01,Pallite - 48,0,,Yes,
Primary,CR7-01-D-02,Pallite - 48,0,,Yes,
Primary,CR7-01-D-03,Pallite - 48,0,,Yes,
Primary,CR7-01-D-04,Pallite - 48,0,,Yes,
Primary,CR7-01-E-01,Pallite - 48,0,,Yes,
Primary,CR7-01-E-02,Pallite - 48,0,,Yes,
Primary,CR7-01-E-03,Pallite - 48,0,,Yes,
Primary,CR7-01-E-04,Pallite - 48,0,,Yes,
Primary,CR7-01-F-01,Pallite - 48,0,,Yes,
Primary,CR7-01-F-02,Pallite - 48,0,,Yes,
Primary,CR7-01-F-03,Pallite - 48,0,,Yes,
Primary,CR7-01-F-04,Pallite - 48,0,,Yes,
Primary,CR7-02-A-01,Pallite - 48,0,,Yes,
Primary,CR7-02-A-02,Pallite - 48,0,,Yes,
Primary,CR7-02-A-03,Pallite - 48,0,,Yes,
Primary,CR7-02-A-04,Pallite - 48,0,,Yes,
Primary,CR7-02-B-01,Pallite - 48,0,,Yes,
Primary,CR7-02-B-02,Pallite - 48,0,,Yes,
Primary,CR7-02-B-03,Pallite - 48,0,,Yes,
Primary,CR7-02-B-04,Pallite - 48,0,,Yes,
Primary,CR7-02-C-01,Pallite - 48,0,,Yes,
Primary,CR7-02-C-02,Pallite - 48,0,,Yes,
Primary,CR7-02-C-03,Pallite - 48,0,,Yes,
Primary,CR7-02-C-04,Pallite - 48,0,,Yes,
Primary,CR7-02-D-01,Pallite - 48,0,,Yes,
Primary,CR7-02-D-02,Pallite - 48,0,,Yes,
Primary,CR7-02-D-03,Pallite - 48,0,,Yes,
Primary,CR7-02-D-04,Pallite - 48,0,,Yes,
Primary,CR7-02-E-01,Pallite - 48,0,,Yes,
Primary,CR7-02-E-02,Pallite - 48,0,,Yes,
Primary,CR7-02-E-03,Pallite - 48,0,,Yes,
Primary,CR7-02-E-04,Pallite - 48,0,,Yes,
Primary,CR7-02-F-01,Pallite - 48,0,,Yes,
Primary,CR7-02-F-02,Pallite - 48,0,,Yes,
Primary,CR7-02-F-03,Pallite - 48,0,,Yes,
Primary,CR7-02-F-04,Pallite - 48,0,,Yes,
Primary,CR8-01-A-01,Pallite - 48,0,,Yes,
Primary,CR8-01-A-02,Pallite - 48,0,,Yes,
Primary,CR8-01-A-03,Pallite - 48,0,,Yes,
Primary,CR8-01-A-04,Pallite - 48,0,,Yes,
Primary,CR8-01-B-01,Pallite - 48,0,,Yes,
Primary,CR8-01-B-02,Pallite - 48,0,,Yes,
Primary,CR8-01-B-03,Pallite - 48,0,,Yes,
Primary,CR8-01-B-04,Pallite - 48,0,,Yes,
Primary,CR8-01-C-01,Pallite - 48,0,,Yes,
Primary,CR8-01-C-02,Pallite - 48,0,,Yes,
Primary,CR8-01-C-03,Pallite - 48,0,,Yes,
Primary,CR8-01-C-04,Pallite - 48,0,,Yes,
Primary,CR8-01-D-01,Pallite - 48,0,,Yes,
Primary,CR8-01-D-02,Pallite - 48,0,,Yes,
Primary,CR8-01-D-03,Pallite - 48,0,,Yes,
Primary,CR8-01-D-04,Pallite - 48,0,,Yes,
Primary,CR8-01-E-01,Pallite - 48,0,,Yes,
Primary,CR8-01-E-02,Pallite - 48,0,,Yes,
Primary,CR8-01-E-03,Pallite - 48,0,,Yes,
Primary,CR8-01-E-04,Pallite - 48,0,,Yes,
Primary,CR8-01-F-01,Pallite - 48,0,,Yes,
Primary,CR8-01-F-02,Pallite - 48,0,,Yes,
Primary,CR8-01-F-03,Pallite - 48,0,,Yes,
Primary,CR8-01-F-04,Pallite - 48,0,,Yes,
Primary,CR8-02-A-01,Pallite - 48,0,,Yes,
Primary,CR8-02-A-02,Pallite - 48,0,,Yes,
Primary,CR8-02-A-03,Pallite - 48,0,,Yes,
Primary,CR8-02-A-04,Pallite - 48,0,,Yes,
Primary,CR8-02-B-01,Pallite - 48,0,,Yes,
Primary,CR8-02-B-02,Pallite - 48,0,,Yes,
Primary,CR8-02-B-03,Pallite - 48,0,,Yes,
Primary,CR8-02-B-04,Pallite - 48,0,,Yes,
Primary,CR8-02-C-01,Pallite - 48,0,,Yes,
Primary,CR8-02-C-02,Pallite - 48,0,,Yes,
Primary,CR8-02-C-03,Pallite - 48,0,,Yes,
Primary,CR8-02-C-04,Pallite - 48,0,,Yes,
Primary,CR8-02-D-01,Pallite - 48,0,,Yes,
Primary,CR8-02-D-02,Pallite - 48,0,,Yes,
Primary,CR8-02-D-03,Pallite - 48,0,,Yes,
Primary,CR8-02-D-04,Pallite - 48,0,,Yes,
Primary,CR8-02-E-01,Pallite - 48,0,,Yes,
Primary,CR8-02-E-02,Pallite - 48,0,,Yes,
Primary,CR8-02-E-03,Pallite - 48,0,,Yes,
Primary,CR8-02-E-04,Pallite - 48,0,,Yes,
Primary,CR8-02-F-01,Pallite - 48,0,,Yes,
Primary,CR8-02-F-02,Pallite - 48,0,,Yes,
Primary,CR8-02-F-03,Pallite - 48,0,,Yes,
Primary,CR8-02-F-04,Pallite - 48,0,,Yes,
Primary,CR9-01-A-01,Pallite - 48,0,,Yes,
Primary,CR9-01-A-02,Pallite - 48,0,,Yes,
Primary,CR9-01-A-03,Pallite - 48,0,,Yes,
Primary,CR9-01-A-04,Pallite - 48,0,,Yes,
Primary,CR9-01-B-01,Pallite - 48,0,,Yes,
Primary,CR9-01-B-02,Pallite - 48,0,,Yes,
Primary,CR9-01-B-03,Pallite - 48,0,,Yes,
Primary,CR9-01-B-04,Pallite - 48,0,,Yes,
Primary,CR9-01-C-01,Pallite - 48,0,,Yes,
Primary,CR9-01-C-02,Pallite - 48,0,,Yes,
Primary,CR9-01-C-03,Pallite - 48,0,,Yes,
Primary,CR9-01-C-04,Pallite - 48,0,,Yes,
Primary,CR9-01-D-01,Pallite - 48,0,,Yes,
Primary,CR9-01-D-02,Pallite - 48,0,,Yes,
Primary,CR9-01-D-03,Pallite - 48,0,,Yes,
Primary,CR9-01-D-04,Pallite - 48,0,,Yes,
Primary,CR9-01-E-01,Pallite - 48,0,,Yes,
Primary,CR9-01-E-02,Pallite - 48,0,,Yes,
Primary,CR9-01-E-03,Pallite - 48,0,,Yes,
Primary,CR9-01-E-04,Pallite - 48,0,,Yes,
Primary,CR9-01-F-01,Pallite - 48,0,,Yes,
Primary,CR9-01-F-02,Pallite - 48,0,,Yes,
Primary,CR9-01-F-03,Pallite - 48,0,,Yes,
Primary,CR9-01-F-04,Pallite - 48,0,,Yes,
Primary,CR9-02-A-01,Pallite - 48,0,,Yes,
Primary,CR9-02-A-02,Pallite - 48,0,,Yes,
Primary,CR9-02-A-03,Pallite - 48,0,,Yes,
Primary,CR9-02-A-04,Pallite - 48,0,,Yes,
Primary,CR9-02-B-01,Pallite - 48,0,,Yes,
Primary,CR9-02-B-02,Pallite - 48,0,,Yes,
Primary,CR9-02-B-03,Pallite - 48,0,,Yes,
Primary,CR9-02-B-04,Pallite - 48,0,,Yes,
Primary,CR9-02-C-01,Pallite - 48,0,,Yes,
Primary,CR9-02-C-02,Pallite - 48,0,,Yes,
Primary,CR9-02-C-03,Pallite - 48,0,,Yes,
Primary,CR9-02-C-04,Pallite - 48,0,,Yes,
Primary,CR9-02-D-01,Pallite - 48,0,,Yes,
Primary,CR9-02-D-02,Pallite - 48,0,,Yes,
Primary,CR9-02-D-03,Pallite - 48,0,,Yes,
Primary,CR9-02-D-04,Pallite - 48,0,,Yes,
Primary,CR9-02-E-01,Pallite - 48,0,,Yes,
Primary,CR9-02-E-02,Pallite - 48,0,,Yes,
Primary,CR9-02-E-03,Pallite - 48,0,,Yes,
Primary,CR9-02-E-04,Pallite - 48,0,,Yes,
Primary,CR9-02-F-01,Pallite - 48,0,,Yes,
Primary,CR9-02-F-02,Pallite - 48,0,,Yes,
Primary,CR9-02-F-03,Pallite - 48,0,,Yes,
Primary,CR9-02-F-04,Pallite - 48,0,,Yes,
Primary,D-01-A-01,Bin,1,,Yes,
Primary,D-01-A-02,Bin,1,,Yes,
Primary,D-01-A-03,Bin,1,,Yes,
Primary,D-01-A-04,Bin,1,,Yes,
Primary,D-01-A-05,Bin,1,,Yes,
Primary,D-01-A-06,Bin,1,,Yes,
Primary,D-01-A-07,Bin,1,,Yes,
Primary,D-01-A-08,Bin,1,,Yes,
Primary,D-01-A-09,Bin,1,,Yes,
,D-01-A-10,None,1,,Yes,
Primary,D-01-A-11,Gray Bin Large,1,,Yes,
Primary,D-01-A-12,Gray Bin Large,1,,Yes,
Primary,D-01-A-13,Gray Bin Large,1,,Yes,
Primary,D-01-A-14,Gray Bin Large,1,,Yes,
Primary,D-01-A-15,Gray Bin Large,1,,Yes,
Primary,D-01-A-16,Gray Bin Large,1,,Yes,
Primary,D-01-A-17,Gray Bin Large,1,,Yes,
Primary,D-01-A-18,Gray Bin Large,1,,Yes,
Primary,D-01-A-19,Gray Bin Large,1,,Yes,
Primary,D-01-A-20,Gray Bin Large,1,,Yes,
Primary,D-01-B-01,Bin,1,,Yes,
Primary,D-01-B-02,Bin,1,,Yes,
Primary,D-01-B-03,Bin,1,,Yes,
Primary,D-01-B-04,Bin,1,,Yes,
Primary,D-01-B-05,Bin,1,,Yes,
Primary,D-01-B-06,Bin,1,,Yes,
Primary,D-01-B-07,Bin,1,,Yes,
,D-01-B-08,None,1,,Yes,
Primary,D-01-B-09,Bin,1,,Yes,
Primary,D-01-B-10,Bin,1,,Yes,
Primary,D-01-B-11,Gray Bin Small,1,,Yes,
Primary,D-01-B-12,Gray Bin Small,1,,Yes,
Primary,D-01-B-13,Gray Bin Small,1,,Yes,
Primary,D-01-B-14,Gray Bin Small,1,,Yes,
Primary,D-01-B-15,Gray Bin Small,1,,Yes,
Primary,D-01-B-16,Gray Bin Small,1,,Yes,
Primary,D-01-B-17,Gray Bin Small,1,,Yes,
Primary,D-01-B-18,Gray Bin Small,1,,Yes,
Primary,D-01-B-19,Gray Bin Small,1,,Yes,
Primary,D-01-B-20,Gray Bin Small,1,,Yes,
Primary,D-01-C-01,Bin,1,,Yes,
Primary,D-01-C-02,Bin,1,,Yes,
Primary,D-01-C-03,Bin,1,,Yes,
Primary,D-01-C-04,Bin,1,,Yes,
Primary,D-01-C-05,Bin,1,,Yes,
Primary,D-01-C-06,Bin,1,,Yes,
Primary,D-01-C-07,Bin,1,,Yes,
Primary,D-01-C-08,Bin,1,,Yes,
Primary,D-01-C-09,Gray Bin Small,1,,Yes,
Primary,D-01-C-10,Gray Bin Small,1,,Yes,
Primary,D-01-C-11,Gray Bin Small,1,,Yes,
Primary,D-01-C-12,Gray Bin Small,1,,Yes,
Primary,D-01-C-13,Gray Bin Small,1,,Yes,
Primary,D-01-C-14,Gray Bin Small,1,,Yes,
Primary,D-01-C-15,Gray Bin Small,1,,Yes,
Primary,D-01-C-16,Gray Bin Small,1,,Yes,
Primary,D-01-C-17,Gray Bin Small,1,,Yes,
Primary,D-01-C-18,Gray Bin Small,1,,Yes,
Primary,D-01-C-19,Gray Bin Small,1,,Yes,
Primary,D-01-C-20,Gray Bin Small,1,,Yes,
Primary,D-01-D-01,Bin,1,,Yes,
Primary,D-01-D-02,Bin,1,,Yes,
Primary,D-01-D-03,Bin,1,,Yes,
Primary,D-01-D-04,Bin,1,,Yes,
Primary,D-01-D-05,Bin,1,,Yes,
Primary,D-01-D-06,Bin,1,,Yes,
Primary,D-01-D-07,Bin,1,,Yes,
Primary,D-01-D-08,Bin,1,,Yes,
Primary,D-01-D-09,Gray Bin Small,1,,Yes,
Primary,D-01-D-10,Gray Bin Small,1,,Yes,
Primary,D-01-D-11,Gray Bin Small,1,,Yes,
Primary,D-01-D-12,Gray Bin Small,1,,Yes,
Primary,D-01-D-13,Gray Bin Small,1,,Yes,
Primary,D-01-D-14,Gray Bin Small,1,,Yes,
Primary,D-01-D-15,Gray Bin Small,1,,Yes,
Primary,D-01-D-16,Gray Bin Small,1,,Yes,
Primary,D-01-D-17,Gray Bin Small,1,,Yes,
Primary,D-01-D-18,Gray Bin Small,1,,Yes,
Primary,D-01-D-19,Gray Bin Small,1,,Yes,
Primary,D-01-D-20,Gray Bin Small,1,,Yes,
Primary,D-01-E-01,Bin,1,,Yes,
Primary,D-01-E-02,Bin,1,,Yes,
Primary,D-01-E-03,Bin,1,,Yes,
Primary,D-01-E-04,Bin,1,,Yes,
Primary,D-01-E-05,Bin,1,,Yes,
Primary,D-01-E-06,Bin,1,,Yes,
Primary,D-01-E-07,Bin,1,,Yes,
Primary,D-01-E-08,Bin,1,,Yes,
Primary,D-01-E-09,Gray Bin Medium,1,,Yes,
Primary,D-01-E-10,Gray Bin Medium,1,,Yes,
Primary,D-01-E-11,Gray Bin Medium,1,,Yes,
Primary,D-01-E-12,Gray Bin Medium,1,,Yes,
Primary,D-01-E-13,Gray Bin Medium,1,,Yes,
Primary,D-01-E-14,Gray Bin Medium,1,,Yes,
Primary,D-01-E-15,Gray Bin Medium,1,,Yes,
Primary,D-01-E-16,Gray Bin Medium,1,,Yes,
Primary,D-01-E-17,Gray Bin Medium,1,,Yes,
Primary,D-01-E-18,Gray Bin Medium,1,,Yes,
Primary,D-01-E-19,Gray Bin Medium,1,,Yes,
Primary,D-01-E-20,Gray Bin Medium,1,,Yes,
Primary,D-01-PAL-01,Pallet,1,,Yes,
Primary,D-01-PAL-02,Pallet,1,,Yes,
Primary,D-01-PAL-03,Pallet,1,,Yes,
Primary,D-01-PAL-04,Pallet,1,,Yes,
Primary,D-01-PAL-05,Pallet,1,,Yes,
Primary,D-01-PAL-06,Pallet,1,,Yes,
Primary,D-02-A-01,Bin,1,,Yes,
Primary,D-02-A-02,Bin,1,,Yes,
Primary,D-02-A-03,Bin,1,,Yes,
Primary,D-02-A-04,Bin,1,,Yes,
Primary,D-02-A-05,Bin,1,,Yes,
Primary,D-02-A-06,Bin,1,,Yes,
Primary,D-02-A-07,Bin,1,,Yes,
Primary,D-02-A-08,Bin,1,,Yes,
Primary,D-02-A-09,Bin,1,,Yes,
Primary,D-02-A-10,Bin,1,,Yes,
Primary,D-02-A-11,Bin,1,,Yes,
Primary,D-02-A-12,Bin,1,,Yes,
Primary,D-02-A-13,Bin,1,,Yes,
Primary,D-02-A-27,Bin,1,,Yes,
Primary,D-02-B-01,Bin,1,,Yes,
Primary,D-02-B-02,Bin,1,,Yes,
Primary,D-02-B-03,Bin,1,,Yes,
Primary,D-02-B-04,Bin,1,,Yes,
Primary,D-02-B-05,Bin,1,,Yes,
Primary,D-02-B-06,Bin,1,,Yes,
Primary,D-02-B-07,Bin,1,,Yes,
Primary,D-02-B-08,Bin,1,,Yes,
Primary,D-02-B-09,Gray Bin Small,1,,Yes,
Primary,D-02-B-10,Gray Bin Small,1,,Yes,
Primary,D-02-B-11,Gray Bin Small,1,,Yes,
Primary,D-02-B-12,Gray Bin Small,1,,Yes,
Primary,D-02-B-13,Gray Bin Small,1,,Yes,
Primary,D-02-B-14,Gray Bin Small,1,,Yes,
Primary,D-02-B-15,Gray Bin Small,1,,Yes,
Primary,D-02-B-16,Gray Bin Small,1,,Yes,
Primary,D-02-B-17,Gray Bin Small,1,,Yes,
Primary,D-02-B-18,Gray Bin Small,1,,Yes,
Primary,D-02-B-19,Gray Bin Small,1,,Yes,
Primary,D-02-B-20,Gray Bin Small,1,,Yes,
Primary,D-02-C-01,Bin,1,,Yes,
Primary,D-02-C-02,Bin,1,,Yes,
Primary,D-02-C-03,Bin,1,,Yes,
Primary,D-02-C-04,Bin,1,,Yes,
Primary,D-02-C-05,Bin,1,,Yes,
Primary,D-02-C-06,Bin,1,,Yes,
Primary,D-02-C-07,Bin,1,,Yes,
Primary,D-02-C-08,Bin,1,,Yes,
Primary,D-02-C-09,Gray Bin Small,1,,Yes,
Primary,D-02-C-10,Gray Bin Small,1,,Yes,
Primary,D-02-C-11,Gray Bin Small,1,,Yes,
Primary,D-02-C-12,Gray Bin Small,1,,Yes,
Primary,D-02-C-13,Gray Bin Small,1,,Yes,
Primary,D-02-C-14,Gray Bin Small,1,,Yes,
Primary,D-02-C-15,Gray Bin Small,1,,Yes,
Primary,D-02-C-16,Gray Bin Small,1,,Yes,
Primary,D-02-C-17,Gray Bin Small,1,,Yes,
Primary,D-02-C-18,Gray Bin Small,1,,Yes,
Primary,D-02-C-19,Gray Bin Small,1,,Yes,
Primary,D-02-C-20,Gray Bin Small,1,,Yes,
Primary,D-02-D-01,Bin,1,,Yes,
Primary,D-02-D-02,Bin,1,,Yes,
Primary,D-02-D-03,Bin,1,,Yes,
Primary,D-02-D-04,Bin,1,,Yes,
Primary,D-02-D-05,Bin,1,,Yes,
Primary,D-02-D-06,Bin,1,,Yes,
Primary,D-02-D-07,Bin,1,,Yes,
Primary,D-02-D-08,Bin,1,,Yes,
Primary,D-02-D-09,Gray Bin Small,1,,Yes,
Primary,D-02-D-10,Gray Bin Small,1,,Yes,
Primary,D-02-D-11,Gray Bin Small,1,,Yes,
Primary,D-02-D-12,Gray Bin Small,1,,Yes,
Primary,D-02-D-13,Gray Bin Small,1,,Yes,
Primary,D-02-D-14,Gray Bin Small,1,,Yes,
Primary,D-02-D-15,Gray Bin Small,1,,Yes,
Primary,D-02-D-16,Gray Bin Small,1,,Yes,
Primary,D-02-D-17,Gray Bin Small,1,,Yes,
Primary,D-02-D-18,Gray Bin Small,1,,Yes,
Primary,D-02-D-19,Gray Bin Small,1,,Yes,
Primary,D-02-D-20,Gray Bin Small,1,,Yes,
Primary,D-02-E-01,Bin,1,,Yes,
Primary,D-02-E-02,Bin,1,,Yes,
Primary,D-02-E-03,Bin,1,,Yes,
Primary,D-02-E-04,Bin,1,,Yes,
Primary,D-02-E-05,Bin,1,,Yes,
Primary,D-02-E-06,Bin,1,,Yes,
Primary,D-02-E-07,Bin,1,,Yes,
Primary,D-02-E-08,Bin,1,,Yes,
Primary,D-02-E-09,Gray Bin Medium,1,,Yes,
Primary,D-02-E-10,Gray Bin Medium,1,,Yes,
Primary,D-02-E-11,Gray Bin Medium,1,,Yes,
Primary,D-02-E-12,Gray Bin Medium,1,,Yes,
Primary,D-02-E-13,Gray Bin Medium,1,,Yes,
Primary,D-02-E-14,Gray Bin Medium,1,,Yes,
Primary,D-02-E-15,Gray Bin Medium,1,,Yes,
Primary,D-02-E-16,Gray Bin Medium,1,,Yes,
Primary,D-02-E-17,Gray Bin Medium,1,,Yes,
Primary,D-02-E-18,Gray Bin Medium,1,,Yes,
Primary,D-02-E-19,Gray Bin Medium,1,,Yes,
Primary,D-02-E-20,Gray Bin Medium,1,,Yes,
Primary,D-02-PAL-01,Pallet,1,,Yes,
Primary,D-02-PAL-02,Pallet,1,,Yes,
Primary,D-02-PAL-03,Pallet,1,,Yes,
Primary,D-02-PAL-04,Pallet,1,,Yes,
Primary,D-02-PAL-05,Pallet,1,,Yes,
Primary,D-02-PAL-06,Pallet,1,,Yes,
Primary,D-03-A-01,Bin,1,,Yes,
Primary,D-03-A-02,Bin,1,,Yes,
Primary,D-03-A-03,Bin,1,,Yes,
Primary,D-03-A-04,Bin,1,,Yes,
Primary,D-03-A-05,Bin,1,,Yes,
Primary,D-03-A-06,Bin,1,,Yes,
Primary,D-03-A-07,Bin,1,,Yes,
Primary,D-03-B-01,Bin,1,,Yes,
Primary,D-03-B-02,Bin,1,,Yes,
Primary,D-03-B-03,Bin,1,,Yes,
Primary,D-03-B-04,Bin,1,,Yes,
Primary,D-03-B-05,Bin,1,,Yes,
Primary,D-03-B-06,Bin,1,,Yes,
Primary,D-03-B-07,Bin,1,,Yes,
Primary,D-03-B-08,Bin,1,,Yes,
Primary,D-03-B-09,Bin,1,,Yes,
Primary,D-03-C-01,Bin,1,,Yes,
Primary,D-03-C-02,Bin,1,,Yes,
Primary,D-03-C-03,Bin,1,,Yes,
Primary,D-03-C-04,Bin,1,,Yes,
Primary,D-03-C-05,Bin,1,,Yes,
Primary,D-03-C-06,Bin,1,,Yes,
Primary,D-03-C-07,Bin,1,,Yes,
Primary,D-03-D-01,Bin,1,,Yes,
Primary,D-03-D-02,Bin,1,,Yes,
Primary,D-03-D-03,Bin,1,,Yes,
Primary,D-03-D-04,Bin,1,,Yes,
Primary,D-03-D-05,Bin,1,,Yes,
Primary,D-03-D-06,Bin,1,,Yes,
Primary,D-03-D-07,Bin,1,,Yes,
Primary,D-03-D-08,Bin,1,,Yes,
Primary,D-04-A-01,Bin,1,,Yes,
Primary,D-04-A-02,Bin,1,,Yes,
Primary,D-04-A-03,Bin,1,,Yes,
Primary,D-04-A-04,Bin,1,,Yes,
Primary,D-04-A-05,Bin,1,,Yes,
Primary,D-04-A-06,Bin,1,,Yes,
Primary,D-04-A-07,Bin,1,,Yes,
Primary,D-04-A-08,Bin,1,,Yes,
Primary,D-04-B-01,Bin,1,,Yes,
Primary,D-04-B-02,Bin,1,,Yes,
Primary,D-04-B-03,Bin,1,,Yes,
Primary,D-04-B-04,Bin,1,,Yes,
Primary,D-04-B-05,Bin,1,,Yes,
Primary,D-04-B-06,Bin,1,,Yes,
Primary,D-04-B-07,Bin,1,,Yes,
Primary,D-04-B-08,Bin,1,,Yes,
Primary,D-04-C-01,Bin,1,,Yes,
Primary,D-04-C-02,Bin,1,,Yes,
Primary,D-04-C-03,Bin,1,,Yes,
Primary,D-04-C-04,Bin,1,,Yes,
Primary,D-04-C-05,Bin,1,,Yes,
Primary,D-04-C-06,Bin,1,,Yes,
Primary,D-04-C-07,Bin,1,,Yes,
Primary,D-04-C-08,Bin,1,,Yes,
Primary,D-04-D-01,Bin,1,,Yes,
Primary,D-04-D-02,Bin,1,,Yes,
Primary,D-04-D-03,Bin,1,,Yes,
Primary,D-04-D-04,Bin,1,,Yes,
Primary,D-04-D-05,Bin,1,,Yes,
Primary,D-04-D-06,Bin,1,,Yes,
Primary,D-04-D-07,Bin,1,,Yes,
Primary,D-04-D-08,Bin,1,,Yes,
Primary,D-04-E-01,Bin,1,,Yes,
Primary,D-04-E-02,Bin,1,,Yes,
Primary,D-04-E-03,Bin,1,,Yes,
Primary,D-04-E-04,Bin,1,,Yes,
Primary,D-04-E-05,Bin,1,,Yes,
Primary,D-04-E-06,Bin,1,,Yes,
Primary,D-04-E-07,Bin,1,,Yes,
Primary,D-04-E-08,Bin,1,,Yes,
Primary,DD-01-A-01,Standard Bin,1,,Yes,
Primary,DD-01-A-02,Standard Bin,1,,Yes,
Primary,DD-01-A-03,Standard Bin,1,,Yes,
Primary,DD-01-A-04,Standard Bin,1,,Yes,
Primary,DD-01-A-05,Standard Bin,1,,Yes,
Primary,DD-01-A-06,Standard Bin,1,,Yes,
Primary,DD-01-A-07,Standard Bin,1,,Yes,
Primary,DD-01-A-08,Standard Bin,1,,Yes,
Primary,DD-01-B-01,Standard Bin,1,,Yes,
Primary,DD-01-B-02,Standard Bin,1,,Yes,
Primary,DD-01-B-03,Standard Bin,1,,Yes,
Primary,DD-01-B-04,Standard Bin,1,,Yes,
Primary,DD-01-B-05,Standard Bin,1,,Yes,
Primary,DD-01-B-06,Standard Bin,1,,Yes,
Primary,DD-01-B-07,Standard Bin,1,,Yes,
Primary,DD-01-B-08,Standard Bin,1,,Yes,
Primary,DD-01-C-01,Standard Bin,1,,Yes,
Primary,DD-01-C-02,Standard Bin,1,,Yes,
Primary,DD-01-C-03,Standard Bin,1,,Yes,
Primary,DD-01-C-04,Standard Bin,1,,Yes,
Primary,DD-01-C-05,Standard Bin,1,,Yes,
Primary,DD-01-C-06,Standard Bin,1,,Yes,
Primary,DD-01-C-07,Standard Bin,1,,Yes,
Primary,DD-01-C-08,Standard Bin,1,,Yes,
Primary,DD-01-D-01,Standard Bin,1,,Yes,
Primary,DD-01-D-02,Standard Bin,1,,Yes,
Primary,DD-01-D-03,Standard Bin,1,,Yes,
Primary,DD-01-D-04,Standard Bin,1,,Yes,
Primary,DD-01-D-05,Standard Bin,1,,Yes,
Primary,DD-01-D-06,Standard Bin,1,,Yes,
Primary,DD-01-D-07,Standard Bin,1,,Yes,
Primary,DD-01-D-08,Standard Bin,1,,Yes,
Primary,DD-01-E-01,Standard Bin,1,,Yes,
Primary,DD-01-E-02,Standard Bin,1,,Yes,
Primary,DD-01-E-03,Standard Bin,1,,Yes,
Primary,DD-01-E-04,Standard Bin,1,,Yes,
Primary,DD-01-E-05,Standard Bin,1,,Yes,
Primary,DD-01-E-06,Standard Bin,1,,Yes,
Primary,DD-01-E-07,Standard Bin,1,,Yes,
Primary,DD-01-E-08,Standard Bin,1,,Yes,
Primary,DD-02-A-01,Standard Bin,1,,Yes,
Primary,DD-02-A-02,Standard Bin,1,,Yes,
Primary,DD-02-A-03,Standard Bin,1,,Yes,
Primary,DD-02-A-04,Standard Bin,1,,Yes,
Primary,DD-02-A-05,Standard Bin,1,,Yes,
Primary,DD-02-A-06,Standard Bin,1,,Yes,
Primary,DD-02-A-07,Standard Bin,1,,Yes,
Primary,DD-02-A-08,Standard Bin,1,,Yes,
Primary,DD-02-B-01,Standard Bin,1,,Yes,
Primary,DD-02-B-02,Standard Bin,1,,Yes,
Primary,DD-02-B-03,Standard Bin,1,,Yes,
Primary,DD-02-B-04,Standard Bin,1,,Yes,
Primary,DD-02-B-05,Standard Bin,1,,Yes,
Primary,DD-02-B-06,Standard Bin,1,,Yes,
Primary,DD-02-B-07,Standard Bin,1,,Yes,
Primary,DD-02-B-08,Standard Bin,1,,Yes,
Primary,DD-02-C-01,Standard Bin,1,,Yes,
Primary,DD-02-C-02,Standard Bin,1,,Yes,
Primary,DD-02-C-03,Standard Bin,1,,Yes,
Primary,DD-02-C-04,Standard Bin,1,,Yes,
Primary,DD-02-C-05,Standard Bin,1,,Yes,
Primary,DD-02-C-06,Standard Bin,1,,Yes,
Primary,DD-02-C-07,Standard Bin,1,,Yes,
Primary,DD-02-C-08,Standard Bin,1,,Yes,
Primary,DD-02-D-01,Standard Bin,1,,Yes,
Primary,DD-02-D-02,Standard Bin,1,,Yes,
Primary,DD-02-D-03,Standard Bin,1,,Yes,
Primary,DD-02-D-04,Standard Bin,1,,Yes,
Primary,DD-02-D-05,Standard Bin,1,,Yes,
Primary,DD-02-D-06,Standard Bin,1,,Yes,
Primary,DD-02-D-07,Standard Bin,1,,Yes,
Primary,DD-02-D-08,Standard Bin,1,,Yes,
Primary,DD-02-E-01,Standard Bin,1,,Yes,
Primary,DD-02-E-02,Standard Bin,1,,Yes,
Primary,DD-02-E-03,Standard Bin,1,,Yes,
Primary,DD-02-E-04,Standard Bin,1,,Yes,
Primary,DD-02-E-05,Standard Bin,1,,Yes,
Primary,DD-02-E-06,Standard Bin,1,,Yes,
Primary,DD-02-E-07,Standard Bin,1,,Yes,
Primary,DD-02-E-08,Standard Bin,1,,Yes,
Primary,DD-03-A-01,Standard Bin,1,,Yes,
Primary,DD-03-A-02,Standard Bin,1,,Yes,
Primary,DD-03-A-03,Standard Bin,1,,Yes,
Primary,DD-03-A-04,Standard Bin,1,,Yes,
Primary,DD-03-A-05,Standard Bin,1,,Yes,
Primary,DD-03-A-06,Standard Bin,1,,Yes,
Primary,DD-03-A-07,Standard Bin,1,,Yes,
